1,	0.02
1.5,	0.12
2,	0.25
2.5,	0.41
3,	0.62
3.5,	0.82
4,	1.04
4.5,	1.27
5,	1.51
6,	2.06
7,	2.6
8,	3.14
9,	3.69
10,	4.24

