0.2,	0.09
0.3,	0.16
0.4,	0.24
1,	0.25
2,	0.26
3,	0.27
4,	0.27
5,	0.28
6,	0.29
7,	0.3
8,	0.32
9,	0.35
10,	0.43
		
						

