0.2,	0.37
0.3,	0.8
0.4,	1.6
0.5,	2.01
0.6,	2.87
1,	3.07
2,	3.18
3,	3.28
4,	3.36
5,	3.45
6,	3.56
7,	3.72
8,	4
9,	4.56
9.2,	4.76
9.4,	4.92
9.6,	5.1
9.8,	5.36
10,	5.66
				

