0.2,	0.26
0.3,	0.64
0.4,	1.22
0.5,	1.81
0.6,	1.96
1,	2.03
2,	2.1
3,	2.17
4,	2.22
5,	2.28
6,	2.35
7,	2.47
8,	2.67
9,	3.07
10,	3.94
						

