1,	0.02
1.5,	0.13
2,	0.26
2.5,	0.43
3,	0.62
3.5,	0.82
4,	1.04
4.5,	1.26
5,	1.52
6,	2
7,	2.56
8,	3.06
9,	3.64
10,	4.18


