0.2,	0.13
0.3,	0.48
0.4,	0.84
0.5,	1
1,	1.03
2,	1.07
3,	1.1
4,	1.12
5,	1.16
6,	1.2
7,	1.25
8,	1.36
9,	1.55
10,	2.02
						

